ticker,source,text,published_at,trading_day
HAL,gdelt,Oil giants post massive losses to cap off challenging 2020,20210203T121500Z,2021-02-03
CVX,gdelt,"Buffett Oil Favorite , Chevron , Set For Big Earnings Growth Hellenic Shipping News Worldwide",20210310T230000Z,2021-03-11
CVX,gdelt,Chevron launches million fund to focus on low - carbon technology,20210225T160000Z,2021-02-26
CVX,gdelt,Chevron launches million fund to focus on low - carbon technology,20210227T021500Z,2021-02-27
XOM,gdelt,Exxon posts first annual loss in 40 years on huge writedown,20210202T150000Z,2021-02-02
HAL,gdelt,U . S . shale ponders the unexpected what to do with coming cash windfall ? Hellenic Shipping News Worldwide,20210201T144500Z,2021-02-01
CVX,gdelt,Chevron To Produce Carbon - Negative Energy In California,20210304T190000Z,2021-03-05
HAL,gdelt,The Shale Party Is Just Getting Started Hellenic Shipping News Worldwide,20210322T144500Z,2021-03-22
XOM,gdelt,Exxon is emerging from the wreckage of 2020 facing the worst crisis in its modern history,20210202T171500Z,2021-02-03
XOM,gdelt,Exxon defends dividend after annual loss,20210204T174500Z,2021-02-05
HAL,gdelt,Modular Production Systems Are A Trend In The Shale Gas Industry,20210331T144500Z,2021-03-31
XOM,gdelt,Exxon Is Said to Be in Talks With D . E . Shaw on New Directors,20210202T141500Z,2021-02-02
COP,gdelt,"Shale Gas Hydraulic Fracturing Technology Market Benefits , Business Opportunities and Future Scope Till 2026",20210118T163000Z,2021-01-19
HAL,gdelt,"Shale Gas Hydraulic Fracturing Technology Market Benefits , Business Opportunities and Future Scope Till 2026",20210118T163000Z,2021-01-19
HAL,gdelt,Oil Market Wonders How Long Shale Restraint Will Last,20210128T194500Z,2021-01-29
CVX,gdelt,"Natural Gas Market Outlook 2021 Big Things are Happening Eni , Chevron , General Electric",20210202T214500Z,2021-02-03
XOM,gdelt,Exxon is said to be in talks with DE Shaw on new directors,20210202T180000Z,2021-02-03
COP,gdelt,"ConocoPhillips NYSE COP , Kinder Morgan , Inc . NYSE KMI - The Energy Sector Sparks Trader Interest As Crude Prices Rise",20210216T134500Z,2021-02-16
HAL,gdelt,How Hard Did The Texas Freeze Hit U . S . Shale Production ?,20210223T170000Z,2021-02-24
EOG,gdelt,EOG Stock Dips Ahead Of Q4 Earnings As Oil Prices Hold Near Pre - Pandemic Highs,20210225T201500Z,2021-02-26
HAL,gdelt,How Hard Did The Texas Freeze Hit U . S . Shale Production ? Investment Watch,20210223T193000Z,2021-02-24
XOM,gdelt,"Why ExxonMobil , ConocoPhillips , and Chevron Stocks Hit a Gusher on Tuesday",20210105T201500Z,2021-01-06
CVX,gdelt,"Why ExxonMobil , ConocoPhillips , and Chevron Stocks Hit a Gusher on Tuesday",20210105T201500Z,2021-01-06
COP,gdelt,"Why ExxonMobil , ConocoPhillips , and Chevron Stocks Hit a Gusher on Tuesday",20210105T201500Z,2021-01-06
HAL,gdelt,Shell Potential Permian Basin Exit Seen as Bellwether for Shale Demand,20210616T150000Z,2021-06-16
HAL,gdelt,Interest in Shell Permian assets seen as a bellwether for shale demand,20210615T224500Z,2021-06-16
HAL,gdelt,Oil Stocks To Keep Getting Bigger After Billion Shale Deal,20210524T164500Z,2021-05-25
XOM,gdelt,"ExxonMobil , Saudi Aramco , BP , others generate",20210528T104500Z,2021-05-28
EOG,gdelt,"Compressed natural gas market - Segmented By Product Type , End - Use Type and Geography Growth , Trends Forecast , 2027",20210423T100000Z,2021-04-23
EOG,gdelt,"Compressed natural gas market - Segmented By Product Type , End - Use Type and Geography Growth , Trends Forecast , 2027",20210506T134500Z,2021-05-06
CVX,gdelt,Goldman Sachs Cut Chevron Stock . Here Are the Oil Stocks to Buy Instead .,20210407T124500Z,2021-04-07
COP,gdelt,"Morgan Stanley Upgrades Marathon Oil Occidental Petroleum , Calls ConocoPhillips Quality Stock On Sale",20210618T203000Z,2021-06-19
OXY,gdelt,"Morgan Stanley Upgrades Marathon Oil Occidental Petroleum , Calls ConocoPhillips Quality Stock On Sale",20210618T203000Z,2021-06-19
CVX,gdelt,US allows Chevron to operate in Venezuela until late 2021,20210601T180000Z,2021-06-02
HAL,gdelt,Halliburton HAL to Offer Reliable Resource Management Platform,20210413T173000Z,2021-04-14
PXD,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210404T114500Z,2021-04-04
HAL,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210404T114500Z,2021-04-04
PXD,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates US shale oil consolidation,20210402T114500Z,2021-04-02
HAL,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates US shale oil consolidation,20210402T114500Z,2021-04-02
CVX,gdelt,U . S . gives Chevron new licence to wind down Venezuela activities by Dec . 1,20210602T063000Z,2021-06-02
HAL,gdelt,Shale Oil Stocks Also Face Climate Change Activist Pressure After Big Oil Reckoning,20210602T203000Z,2021-06-03
CVX,gdelt,"Chevron Corporation NYSE CVX , ConocoPhillips NYSE COP - Why Did Goldman Sachs Downgrade Chevron , Despite Consistent Performance Track Record ?",20210406T151500Z,2021-04-06
COP,gdelt,"Chevron Corporation NYSE CVX , ConocoPhillips NYSE COP - Why Did Goldman Sachs Downgrade Chevron , Despite Consistent Performance Track Record ?",20210406T151500Z,2021-04-06
HAL,gdelt,EOG Stock Breaks Out As Shale Producers Pay Up Investor Business Daily,20210507T203000Z,2021-05-08
EOG,gdelt,EOG Stock Breaks Out As Shale Producers Pay Up Investor Business Daily,20210507T203000Z,2021-05-08
XOM,gdelt,"Exxon Stock , Chevron Stock Rise Ahead Of Earnings As Rivals Boost Dividends , Buybacks",20210429T194500Z,2021-04-30
CVX,gdelt,"Exxon Stock , Chevron Stock Rise Ahead Of Earnings As Rivals Boost Dividends , Buybacks",20210429T194500Z,2021-04-30
PXD,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210402T121500Z,2021-04-02
HAL,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210402T121500Z,2021-04-02
HAL,gdelt,"Global Oil Shale Market 2021 In - depth study , Leading Players , Industry Segments and Regional Forecast by 2026",20210621T231500Z,2021-06-22
HAL,gdelt,U . S . Shale Is Finally Giving Shareholders A Payday,20210520T223000Z,2021-05-21
PXD,gdelt,More Room For Growth In Pioneer Energy Stock ?,20210617T153000Z,2021-06-17
XOM,gdelt,BP Stock Up As Exxon Rival Could Be First Oil Major To Resume Share Buybacks,20210406T154500Z,2021-04-06
XOM,gdelt,"Exxon floats idea for billion private - public carbon capture hub , largest of its kind",20210421T003000Z,2021-04-21
SLB,gdelt,EXCLUSIVE Schlumberger names new executives to energy transition business - memo,20210426T201500Z,2021-04-27
SLB,gdelt,Exclusive Schlumberger names new executives to energy transition business - memo,20210426T190000Z,2021-04-27
XOM,gdelt,Exxon shale output per well slips as total production rises - report,20210609T190000Z,2021-06-10
HAL,gdelt,Exxon shale output per well slips as total production rises - report,20210609T190000Z,2021-06-10
CVX,gdelt,Chevron pitches million in New Mexico properties as oil M A heats up,20210504T113000Z,2021-05-04
CVX,gdelt,Washington Renews Chevron Waiver To Keep Operating In Venezuela,20210601T210000Z,2021-06-02
CVX,gdelt,Chevron pitches million in New Mexico properties as oil M A heats up,20210505T051500Z,2021-05-05
SLB,gdelt,Exclusive - Schlumberger names new executives to energy transition business,20210427T033000Z,2021-04-27
CVX,gdelt,US extends deadline letting Chevron stay in Venezuela,20210601T201500Z,2021-06-02
XOM,gdelt,UPDATE 1 - Exxon shale output per well slips as total production rises - report,20210609T203000Z,2021-06-10
HAL,gdelt,UPDATE 1 - Exxon shale output per well slips as total production rises - report,20210609T203000Z,2021-06-10
PXD,gdelt,UPDATE 1 - Pioneer CEO says consolidation needed to quell U . S . shale production,20210505T170000Z,2021-05-06
HAL,gdelt,UPDATE 1 - Pioneer CEO says consolidation needed to quell U . S . shale production,20210505T170000Z,2021-05-06
XOM,gdelt,Exxon Mobil and Chevron Climb as Oil Prices Surge,20210615T161500Z,2021-06-16
CVX,gdelt,Exxon Mobil and Chevron Climb as Oil Prices Surge,20210615T161500Z,2021-06-16
XOM,gdelt,"New York City sues Exxon , BP , Shell in state court over climate change",20210422T164500Z,2021-04-23
XOM,gdelt,"New York City sues Exxon , BP , Shell in state court over climate change By Reuters",20210422T164500Z,2021-04-23
HAL,gdelt,Shell weighs blockbuster sale of Texas shale assets,20210614T113000Z,2021-06-14
HAL,gdelt,Exclusive - Shell weighs blockbuster sale of Texas shale assets,20210614T064500Z,2021-06-14
PXD,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210402T174500Z,2021-04-03
HAL,gdelt,Pioneer . 4 billion deal for DoublePoint accelerates U . S . shale oil consolidation,20210402T174500Z,2021-04-03
CVX,gdelt,Biden administration renews Chevron license in Venezuela,20210601T193000Z,2021-06-02
XOM,gdelt,Exxon Mobil signals first profit in five quarters on price gains - Netscape Money Business,20210401T024500Z,2021-04-01
OXY,gdelt,EOG Resources vs . Occidental Which Oil Gas Stock is a Better Buy ? By StockNews,20210525T180000Z,2021-05-26
EOG,gdelt,EOG Resources vs . Occidental Which Oil Gas Stock is a Better Buy ? By StockNews,20210525T180000Z,2021-05-26
COP,gdelt,"ConocoPhillips sees higher savings from Concho deal , raises buybacks",20210630T160000Z,2021-07-01
HAL,gdelt,3 Leading Shale Oil Drillers To Bet On As WTI Crude Nears,20210630T123000Z,2021-06-30
XOM,gdelt,"Add to Your Energy Holdings Chevron , Exxon , Pioneer",20210617T000000Z,2021-06-17
CVX,gdelt,"Add to Your Energy Holdings Chevron , Exxon , Pioneer",20210617T000000Z,2021-06-17
PXD,gdelt,"Add to Your Energy Holdings Chevron , Exxon , Pioneer",20210617T000000Z,2021-06-17
XOM,gdelt,The Exxon Mobil Board Vote Shows a Sea Change in Energy Stocks,20210527T210000Z,2021-05-28
SLB,gdelt,Schlumberger Stock Poised For More Gains ?,20210618T114500Z,2021-06-18
XOM,gdelt,"Shareholders Rebuke ExxonMobil On Climate , In A Wake Up Call For Big Oil",20210527T143000Z,2021-05-27
XOM,gdelt,"UPDATE 1 - New York City sues Exxon , BP , Shell in state court over climate change",20210422T180000Z,2021-04-23
XOM,gdelt,"New York City sues oil giants Exxon , BP and Shell over climate change",20210422T211500Z,2021-04-23
XOM,gdelt,"NYC Sues Exxon , Shell , BP and Trade Group for Advertising - Related Claims",20210422T180000Z,2021-04-23
CVX,gdelt,Biden Admin Extends Chevron Venezuela Sanctions Waiver,20210601T174500Z,2021-06-02
XOM,gdelt,"New York City Lawsuit Claims Exxon , BP , Shell Mislead Over Cleaner Fuels",20210423T091500Z,2021-04-23
XOM,gdelt,Battle of the Dividend Aristocrats Exxon Mobil vs . Chevron,20210409T183000Z,2021-04-10
CVX,gdelt,Battle of the Dividend Aristocrats Exxon Mobil vs . Chevron,20210409T183000Z,2021-04-10
HAL,gdelt,Exclusive - Shell weighs blockbuster sale of Texas shale assets - Netscape Money Business,20210613T203000Z,2021-06-14
HAL,gdelt,Global Oil Shale Market Size 2021 - Industry Forecast Report 2026,20210423T080000Z,2021-04-23
HAL,gdelt,"Global Shale Gas Market Growth , Trends , COVID - 19 Impact , and Forecasts Report 2021 - 2026",20210427T100000Z,2021-04-27
XOM,gdelt,ExxonMobil and Chevron suffer shareholder rebellions over climate,20210526T200000Z,2021-05-27
CVX,gdelt,ExxonMobil and Chevron suffer shareholder rebellions over climate,20210526T200000Z,2021-05-27
XOM,gdelt,"Exxon Mobil , Chevron Executive Board Members Vote Towards Climate Goals , Cutting Oil Emissions",20210527T021500Z,2021-05-27
CVX,gdelt,"Exxon Mobil , Chevron Executive Board Members Vote Towards Climate Goals , Cutting Oil Emissions",20210527T021500Z,2021-05-27
CVX,gdelt,Chevron Keeps Venezuela Foothold With New U . S . Sanctions Waiver,20210602T043000Z,2021-06-02
COP,gdelt,Conoco Joins Big Oil Newfound Thrift With Debt Payback Plan,20210504T131500Z,2021-05-04
DVN,gdelt,"Stocks Making the Biggest Moves Midday Devon Energy , Cloudera , AMC and More",20210601T194500Z,2021-06-02
CVX,gdelt,Chevron pitches million in New Mexico properties as oil M A heats up Hellenic Shipping News Worldwide,20210505T213000Z,2021-05-06
CVX,gdelt,Chevron Keeps Venezuela Foothold With U . S . Sanctions Waiver,20210601T193000Z,2021-06-02
XOM,gdelt,Exxon Mobil Shale Output per Well in Permian Basin Slips,20210612T154500Z,2021-06-12
HAL,gdelt,Exxon Mobil Shale Output per Well in Permian Basin Slips,20210612T154500Z,2021-06-12
SLB,gdelt,Schlumberger names new executives to energy transition business memo,20210429T204500Z,2021-04-30
OXY,gdelt,"Shale Oil Market 2021 Recent Trends and Growth Forecast by 2026 Continental Resources , Concho Resources , Hess corporation , Anadarko , Occidental Petroleum , etc KSU",20210509T170000Z,2021-05-10
HAL,gdelt,"Shale Oil Market 2021 Recent Trends and Growth Forecast by 2026 Continental Resources , Concho Resources , Hess corporation , Anadarko , Occidental Petroleum , etc KSU",20210509T170000Z,2021-05-10
XOM,gdelt,Exxon Mobil signals first profit in five quarters on price gains,20210401T184500Z,2021-04-02
XOM,gdelt,Exxon Mobil signals first profit in five quarters on price gains,20210402T171500Z,2021-04-03
XOM,gdelt,Exxon shareholders elect two outsiders to board shake up insular culture By Reuters,20210526T181500Z,2021-05-27
CVX,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T141500Z,2021-05-29
COP,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T141500Z,2021-05-29
HAL,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T141500Z,2021-05-29
CVX,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T160000Z,2021-05-30
COP,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T160000Z,2021-05-30
HAL,gdelt,"Shale Oil Market Exhibits a Stunning Growth ConocoPhillips , Chevron , SM Energy",20210529T160000Z,2021-05-30
XOM,gdelt,Exxon shareholders elect two outsiders to board shake up insular culture,20210526T183000Z,2021-05-27
CVX,gdelt,US Renews Chevron License for Activities in Venezuela,20210603T143000Z,2021-06-03
HAL,gdelt,"Oil Stocks To Buy Here Are U . S . Shale , Market Cap Leaders Investor Business Daily",20210928T184500Z,2021-09-29
HAL,gdelt,Shale Oil Stocks To Report As Blockbuster Permian Deal Looms Investor Business Daily,20210802T161500Z,2021-08-03
CVX,gdelt,"Chevron , Hess Mandate Covid Vaccines for U . S . Gulf Platforms",20210824T060000Z,2021-08-24
PXD,gdelt,"Rig Report Pioneer is most active operator in Permian , U . S .",20210806T221500Z,2021-08-07
HAL,gdelt,Shale Oil Stocks Transformed Global Markets But Can They Transform Themselves ?,20210722T230000Z,2021-07-23
HAL,gdelt,Energy Was The Top - Performing Sector In The First Half Of 2021,20210707T171500Z,2021-07-08
OXY,gdelt,"Occidental Leads O G Stocks Lower as OPEC Peace Deal , Covid - 19 Fears Strike By Investing . com",20210719T154500Z,2021-07-19
HAL,gdelt,S P 500 set to begin second half of 2021 at record open,20210701T131500Z,2021-07-01
COP,gdelt,ConocoPhillips Becomes Permian No . 2 Producer After Shell Deal,20210921T203000Z,2021-09-22
COP,gdelt,ConocoPhillips becomes Permian No . 2 producer,20210922T024500Z,2021-09-22
EOG,gdelt,"Devon Energy Corporation NYSE DVN , EOG Resources , Inc . NYSE EOG - 10 Best Performing S P 500 Stocks Of 2021",20210702T190000Z,2021-07-03
DVN,gdelt,"Devon Energy Corporation NYSE DVN , EOG Resources , Inc . NYSE EOG - 10 Best Performing S P 500 Stocks Of 2021",20210702T190000Z,2021-07-03
COP,gdelt,ConocoPhillips was surprised by Shell Permian sale - Houston Business Journal,20210922T194500Z,2021-09-23
PXD,gdelt,Pioneer CEO Says He Sitting Out Latest Round of Shale M A,20210804T180000Z,2021-08-05
HAL,gdelt,Pioneer CEO Says He Sitting Out Latest Round of Shale M A,20210804T180000Z,2021-08-05
OXY,gdelt,"Occidental Petroleum , Devon Energy impress Wall St as oil price bounces",20210804T001500Z,2021-08-04
DVN,gdelt,"Occidental Petroleum , Devon Energy impress Wall St as oil price bounces",20210804T001500Z,2021-08-04
DVN,gdelt,"Devon Energy , 5 Other Energy Stocks Jim Cramer Likes as Oil Surges",20210927T183000Z,2021-09-28
XOM,gdelt,"Tesla , Sanderson Farms Rise Premarket Exxon Mobil Falls By Investing . com",20210809T133000Z,2021-08-09
CVX,gdelt,"Buy Chevron , Devon Stocks Amid Global Oil Uncertainty , Cramer Says",20210708T160000Z,2021-07-09
DVN,gdelt,"Buy Chevron , Devon Stocks Amid Global Oil Uncertainty , Cramer Says",20210708T160000Z,2021-07-09
PXD,gdelt,Pioneer CEO stays on the sidelines of latest shale M A round,20210804T220000Z,2021-08-05
HAL,gdelt,Pioneer CEO stays on the sidelines of latest shale M A round,20210804T220000Z,2021-08-05
HAL,gdelt,Biggest Permian Shale Driller Mandates Vaccine for New Hires,20210824T180000Z,2021-08-25
OXY,gdelt,"Occidental Petroleum , Devon Energy impress Wall St as oil price bounces By Reuters",20210804T000000Z,2021-08-04
DVN,gdelt,"Occidental Petroleum , Devon Energy impress Wall St as oil price bounces By Reuters",20210804T000000Z,2021-08-04
XOM,gdelt,"Exxon Stock Up As Earnings Beat Chevron Tops , Resumes Buybacks",20210730T123000Z,2021-07-30
CVX,gdelt,"Exxon Stock Up As Earnings Beat Chevron Tops , Resumes Buybacks",20210730T123000Z,2021-07-30
PXD,gdelt,Pioneer CEO stays on the sidelines of latest shale M A round,20210805T220000Z,2021-08-06
HAL,gdelt,Pioneer CEO stays on the sidelines of latest shale M A round,20210805T220000Z,2021-08-06
PXD,gdelt,EOG EOG Resources vs . Pioneer Natural Resources Which Oil Gas Stock is a Better Buy ?,20210716T150000Z,2021-07-16
EOG,gdelt,EOG EOG Resources vs . Pioneer Natural Resources Which Oil Gas Stock is a Better Buy ?,20210716T150000Z,2021-07-16
SLB,gdelt,Schlumberger pushes COVID - 19 vaccine disclosures as customer mandates grow,20210828T013000Z,2021-08-28
PXD,gdelt,Pioneer Natural Resources mandates COVID - 19 vaccines for new hires,20210824T193000Z,2021-08-25
COP,gdelt,ConocoPhillips Beats Q2 Profit Estimates As Oil Prices Rise,20210803T210000Z,2021-08-04
XOM,gdelt,"TotalEnergies Chevron , Exxon , Valero , others win bids for planned U . S . SPR sale",20210913T153000Z,2021-09-13
CVX,gdelt,"TotalEnergies Chevron , Exxon , Valero , others win bids for planned U . S . SPR sale",20210913T153000Z,2021-09-13
COP,gdelt,Conoco CEO Oil Demand To Rebound To Pre - Pandemic Level By Early 2022,20210922T143000Z,2021-09-22
XOM,gdelt,"Chevron , Exxon , Valero , others win bids for U . S . reserve oil , Energy Dept says",20210913T143000Z,2021-09-13
CVX,gdelt,"Chevron , Exxon , Valero , others win bids for U . S . reserve oil , Energy Dept says",20210913T143000Z,2021-09-13
COP,gdelt,Devon and Conoco Study Shell Permian Assets,20210803T174500Z,2021-08-04
DVN,gdelt,Devon and Conoco Study Shell Permian Assets,20210803T174500Z,2021-08-04
COP,gdelt,"Devon , Conoco Study Billion Shell Permian Assets",20210730T214500Z,2021-07-31
DVN,gdelt,"Devon , Conoco Study Billion Shell Permian Assets",20210730T214500Z,2021-07-31
COP,gdelt,ConocoPhillips to buy Shell Permian assets for USD 9 . 5 Billion,20210921T193000Z,2021-09-22
HAL,gdelt,"Shale Gas Hydraulic Fracturing Market 2021 Industry Growth , ...",20210903T020000Z,2021-09-03
COP,gdelt,ConocoPhillips Stock Jumps on Upbeat Investor Update Two Analysts Weigh In,20210701T211500Z,2021-07-02
XOM,gdelt,"UPDATE 2 - Exxon , Chevron conceal payments to some governments - watchdog",20210922T210000Z,2021-09-23
CVX,gdelt,"UPDATE 2 - Exxon , Chevron conceal payments to some governments - watchdog",20210922T210000Z,2021-09-23
XOM,gdelt,"Exxon , Chevron conceal payments to some governments - watchdog By Reuters",20210923T013000Z,2021-09-23
CVX,gdelt,"Exxon , Chevron conceal payments to some governments - watchdog By Reuters",20210923T013000Z,2021-09-23
XOM,gdelt,"Exxon , Chevron conceal payments to some governments",20210922T231500Z,2021-09-23
CVX,gdelt,"Exxon , Chevron conceal payments to some governments",20210922T231500Z,2021-09-23
EOG,gdelt,EOG Stock Hits Key Benchmark Rating Investor Business Daily,20210916T203000Z,2021-09-17
XOM,gdelt,"Chevron , Exxon , Valero , others win bids for planned U . S . SPR sale",20210913T210000Z,2021-09-14
CVX,gdelt,"Chevron , Exxon , Valero , others win bids for planned U . S . SPR sale",20210913T210000Z,2021-09-14
XOM,gdelt,"Exxon , Chevron conceal payments to some governments -...",20210922T210000Z,2021-09-23
CVX,gdelt,"Exxon , Chevron conceal payments to some governments -...",20210922T210000Z,2021-09-23
HAL,gdelt,Biden infrastructure plan to boost Permian shale drillers and local economies,20210809T170000Z,2021-08-10
SLB,gdelt,Schlumberger Pushes COVID Vaccine Disclosures as Customer Mandates Grow,20210830T213000Z,2021-08-31
COP,gdelt,Shell exits Permian with US . 5B asset sale to ConocoPhillips,20210920T221500Z,2021-09-21
PXD,gdelt,Pioneer CEO says he sitting out latest round of shale M A,20210804T231500Z,2021-08-05
HAL,gdelt,Pioneer CEO says he sitting out latest round of shale M A,20210804T231500Z,2021-08-05
COP,gdelt,Exclusive - Conoco offers to sell some secondary U . S . oil acreage - document,20210923T181500Z,2021-09-24
COP,gdelt,EXCLUSIVE Conoco offers to sell some secondary U . S . oil acreage - document,20210923T174500Z,2021-09-24
XOM,gdelt,"Exxon , Chevron not disclosing payments to some governments - transparency group",20210922T173000Z,2021-09-23
CVX,gdelt,"Exxon , Chevron not disclosing payments to some governments - transparency group",20210922T173000Z,2021-09-23
COP,gdelt,"Enhanced Oil Recovery Market Giants Spending Is Going To Boom Schlumberger , Baker Hughes , Saudi Aramco , ConocoPhillips",20210716T023000Z,2021-07-16
SLB,gdelt,"Enhanced Oil Recovery Market Giants Spending Is Going To Boom Schlumberger , Baker Hughes , Saudi Aramco , ConocoPhillips",20210716T023000Z,2021-07-16
HAL,gdelt,"Shale Gas Hydraulic Fracturing Market 2021 Industry Growth , Key Players , Trend , Analysis and Forecast to 2027",20210902T191500Z,2021-09-03
COP,gdelt,Shell Exits Permian With . 5 Billion Texas Shale Sale to ConocoPhillips,20210922T034500Z,2021-09-22
HAL,gdelt,Shell Exits Permian With . 5 Billion Texas Shale Sale to ConocoPhillips,20210922T034500Z,2021-09-22
HAL,gdelt,Shell courts multiple suitors for its Permian shale portfolio,20210802T230000Z,2021-08-03
HAL,gdelt,Shell courts multiple suitors for its Permian shale portfolio,20210801T164500Z,2021-08-02
COP,gdelt,"Top Headlines , Shell and ConocoPhillips in . 5B Permian Deal and More",20210925T133000Z,2021-09-25
XOM,gdelt,"Exxon , Chevron conceal payments to some governments - watchdog",20210922T234500Z,2021-09-23
CVX,gdelt,"Exxon , Chevron conceal payments to some governments - watchdog",20210922T234500Z,2021-09-23
SLB,gdelt,Schlumberger and Halliburton win big as ADNOC dishes out deal,20210714T160000Z,2021-07-15
HAL,gdelt,Schlumberger and Halliburton win big as ADNOC dishes out deal,20210714T160000Z,2021-07-15
COP,gdelt,Shell exits Permian Basin with . 5 bn Texas shale sale to ConocoPhillips,20210921T121500Z,2021-09-21
HAL,gdelt,Shell exits Permian Basin with . 5 bn Texas shale sale to ConocoPhillips,20210921T121500Z,2021-09-21
XOM,gdelt,Why Exxon and Chevron Look Attractive After Trailing Peers,20211021T143000Z,2021-10-21
CVX,gdelt,Why Exxon and Chevron Look Attractive After Trailing Peers,20211021T143000Z,2021-10-21
XOM,gdelt,Investor Group to Hit Exxon on Climate Following U . S . Success,20211212T184500Z,2021-12-13
XOM,gdelt,Investor Group to Hit Exxon on Climate,20211213T134500Z,2021-12-13
COP,gdelt,"Oil Gas Stock Roundup A Look at COP , EOG , PXD , MPC OXY Q3 Earnings",20211110T143000Z,2021-11-10
OXY,gdelt,"Oil Gas Stock Roundup A Look at COP , EOG , PXD , MPC OXY Q3 Earnings",20211110T143000Z,2021-11-10
PXD,gdelt,"Oil Gas Stock Roundup A Look at COP , EOG , PXD , MPC OXY Q3 Earnings",20211110T143000Z,2021-11-10
EOG,gdelt,"Oil Gas Stock Roundup A Look at COP , EOG , PXD , MPC OXY Q3 Earnings",20211110T143000Z,2021-11-10
MPC,gdelt,"Oil Gas Stock Roundup A Look at COP , EOG , PXD , MPC OXY Q3 Earnings",20211110T143000Z,2021-11-10
XOM,gdelt,Activist group targets Exxon with shareholder climate resolution By Reuters,20211212T153000Z,2021-12-12
XOM,gdelt,Activist group targets Exxon with shareholder climate resolution,20211213T021500Z,2021-12-13
EOG,gdelt,Analysts Offer Insights on Utilities Companies EOG Resources NYSE EOG and Delek US Holdings NYSE DK,20211107T161500Z,2021-11-08
XOM,gdelt,Exxon Mobil rolls out plan to cut emissions in Permian Basin,20211207T184500Z,2021-12-08
XOM,gdelt,Exxon Mobil rolls out plan to cut emissions in Permian Basin,20211206T223000Z,2021-12-07
XOM,gdelt,Exxon Mobil Plans to Cut Emissions in Texas Oilfield,20211207T190000Z,2021-12-08
XOM,gdelt,Exxon Mobil rolls out plan to cut emissions in Permian Basin iNFOnews Thompson - Okanagan News Source,20211207T004500Z,2021-12-07
XOM,gdelt,Exxon faces shareholder pressure to improve climate focus,20211213T180000Z,2021-12-14
XOM,gdelt,Exxon Mobil rolls out plan to cut emissions in Permian Basin - Medicine Hat NewsMedicine Hat News,20211207T014500Z,2021-12-07
EOG,gdelt,Betting On Oil Stocks ? Fundamentals Favor EOG Resources,20211111T221500Z,2021-11-12
XOM,gdelt,Halliburton considers a stake in Iraq oil field from Exxon,20211213T143000Z,2021-12-13
HAL,gdelt,Halliburton considers a stake in Iraq oil field from Exxon,20211213T143000Z,2021-12-13
XOM,gdelt,Investor Group to Hit Exxon on Climate Following U . S . S ...,20211213T063000Z,2021-12-13
XOM,gdelt,"Iraq says Halliburton , Exxon in talks for stake in oil field",20211213T124500Z,2021-12-13
HAL,gdelt,"Iraq says Halliburton , Exxon in talks for stake in oil field",20211213T124500Z,2021-12-13
XOM,gdelt,"Iraq says Halliburton , Exxon in talks for stake in oil field",20211213T173000Z,2021-12-14
HAL,gdelt,"Iraq says Halliburton , Exxon in talks for stake in oil field",20211213T173000Z,2021-12-14
XOM,gdelt,"Halliburton , Exxon in talks for stake in Iraq oil field",20211213T051500Z,2021-12-13
HAL,gdelt,"Halliburton , Exxon in talks for stake in Iraq oil field",20211213T051500Z,2021-12-13
XOM,gdelt,"Halliburton , Exxon in Talks for Stake in Iraq Oil Field",20211213T031500Z,2021-12-13
HAL,gdelt,"Halliburton , Exxon in Talks for Stake in Iraq Oil Field",20211213T031500Z,2021-12-13
XOM,gdelt,Halliburton and Exxon in Talks for Oil Field Stake,20211213T111500Z,2021-12-13
HAL,gdelt,Halliburton and Exxon in Talks for Oil Field Stake,20211213T111500Z,2021-12-13
XOM,gdelt,Halliburton considers a stake in Iraq oil field from Exxon,20211214T060000Z,2021-12-14
HAL,gdelt,Halliburton considers a stake in Iraq oil field from Exxon,20211214T060000Z,2021-12-14
OXY,gdelt,"U . S . Oil Stocks Earnings Ahead With Continental , Diamondback , Devon , Occidental , EOG On Tap",20211101T153000Z,2021-11-01
EOG,gdelt,"U . S . Oil Stocks Earnings Ahead With Continental , Diamondback , Devon , Occidental , EOG On Tap",20211101T153000Z,2021-11-01
DVN,gdelt,"U . S . Oil Stocks Earnings Ahead With Continental , Diamondback , Devon , Occidental , EOG On Tap",20211101T153000Z,2021-11-01
